#NSGA2
popsize 750
maxGen 40
numVar 13
numObj 6
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 40
currentGen	1
evaluateCount	750
totalTime	53920.3
firstFrontCount	747
frontCount	2
avgEvalTime	891.209
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	Obj4	Obj5	Obj6
2700	138	764	24.4351	10	1050	12	5	476	8	69	350	5	0.10594	74009.6	0.000144676	0	0	0
2300	100	737	25	10	977	12	8	469	9	74	345	4	0.064216	78667.9	0.00018797	0	0	0
2550	135	725	18.7475	10.0225	1043	11	8	475	5	67	349	5	0.106741	59438	0.000145012	0	0	0
2640	324	756	14.7077	13.3974	1045	11	7	468	4	75	346	5	0.264465	33330.1	0.000147189	0	0	0
2693	482	769	14.4759	13.5228	1042	11	7	488	6	79	347	5	0.396816	31064.5	0.000144676	0	0	0
2429	110	743	22.3706	10.1693	1011	12	8	483	5	64	329	5	0.079799	71081.2	0.000167476	0	0	0
2300	100	741	25	10.912	927	11	8	470	7	64	348	4	0.064565	69013.3	0.000191095	0	0	0
2309	100	737	24.3184	10	1010	11	8	468	5	64	350	5	0.065607	80967.8	0.000184502	0	0	0
2617	144	751	16.1625	11.1289	1047	14	6	481	8	74	349	5	0.131717	48953.4	0.000139743	0	0	0
2676	453	763	15.8307	16	1045	13	9	490	3	78	349	5	0.357204	28683.1	0.000164366	0	0	0
2593	218	770	13.8732	12.0801	1050	10	8	474	12	66	347	6	0.199294	39360.1	0.000137231	0	0	0
2693	424	775	11.375	10	1050	11	7	477	6	73	350	5	0.400977	38809.2	0.000121462	0	0	0
2700	500	769	14.6276	14.0312	1036	11	9	489	9	80	349	6	0.410593	30286.4	0.000148412	0	0	0
2300	109	741	22.519	15.9777	927	12	9	468	7	53	344	4	0.07352	48580	0.000204374	0	0	0
2590	135	769	19.7827	10.0225	1044	11	7	485	5	72	350	5	0.111572	60446	0.000140786	0	0	0
2531	180	740	14.9501	10.2931	1041	12	8	469	7	75	345	5	0.154455	47177.1	0.000134066	0	0	0
2700	488	775	11.4406	10.5061	1050	10	6	484	7	71	350	5	0.452702	37164.3	0.000123747	0	0	0
2638	284	754	15.2802	13.2414	1041	11	9	490	5	80	341	4	0.231098	34061.5	0.000146671	0	0	0
2698	419	775	12.7946	11.1769	1033	11	6	475	7	80	349	5	0.371466	35851.5	0.000128733	0	0	0
2370	102	744	25	10	1038	10	6	487	9	66	350	5	0.068365	85094.1	0.000180083	0	0	0
2606	134	737	23.075	11.2671	1037	12	9	474	8	71	350	4	0.098247	58850.9	0.000154536	0	0	0
2323	100	749	23.835	10	1050	11	5	485	17	64	350	5	0.068262	85945.2	0.000180278	0	0	0
2300	100	735	23.835	10	1049	11	6	483	6	64	344	5	0.066165	86022.6	0.000183385	0	0	0
2544	116	751	21.1328	10	1019	12	7	468	8	68	338	5	0.091578	66517.4	0.000155739	0	0	0
2429	113	743	22.4378	12.0045	1050	11	8	477	7	80	344	5	0.081451	59772.6	0.000170648	0	0	0
2688	445	774	14.7166	11.6965	993	11	8	487	7	76	347	4	0.367208	34207.2	0.000134409	0	0	0
2623	100	767	24.9151	13.8665	1050	12	9	470	8	66	350	4	0.0786	56593.9	0.000181984	0	0	0
2542	126	759	15.8281	10.5917	1033	14	8	476	6	59	340	4	0.119774	52765.7	0.000145539	0	0	0
2700	203	770	16.3577	14.4344	1050	11	8	482	2	77	350	5	0.177642	36500.1	0.000152439	0	0	0
2300	100	725	22.7671	15.1945	944	14	6	470	7	56	347	4	0.066827	52449	0.000205888	0	0	0
2557	276	743	15.6886	14.4901	1041	10	9	489	4	74	349	5	0.213321	33165.5	0.000158428	0	0	0
2700	335	775	10.0804	10	1050	11	5	480	7	73	350	6	0.368163	42187.9	0.000120802	0	0	0
2643	203	760	17.4966	12.8112	1045	12	7	480	5	68	346	5	0.16532	39654.2	0.000145688	0	0	0
2700	500	772	13.4718	13.8423	1036	11	8	489	7	80	350	5	0.426052	30982	0.000145645	0	0	0
2325	103	752	19.7353	10.0259	1050	13	8	471	7	80	340	4	0.079822	68387.7	0.000169033	0	0	0
2670	305	770	15.7736	11.701	1013	12	8	490	9	68	348	4	0.250308	36628.5	0.000135906	0	0	0
2397	100	743	24.7557	13.9583	1023	13	7	488	3	78	333	4	0.068716	57893.9	0.000194401	0	0	0
2518	238	757	15.1989	14.7917	1050	11	9	474	1	80	348	4	0.192356	34673.6	0.000159872	0	0	0
2326	100	738	23.827	15.639	977	15	9	477	8	78	343	4	0.067367	52872.1	0.000205465	0	0	0
2300	136	725	25	16	909	15	8	473	7	62	350	4	0.081611	44493.2	0.00021254	0	0	0
2316	100	740	25	10	1047	16	7	479	9	72	344	5	0.06504	84970.6	0.000185736	0	0	0
2679	402	749	16.5352	14.7303	1050	10	8	490	7	74	350	5	0.308096	30179.8	0.000156814	0	0	0
2300	113	725	20.6069	12.3395	900	15	8	473	14	66	348	4	0.078604	53414.1	0.000179888	0	0	0
2316	100	740	25	10.1787	1047	16	7	478	9	71	344	5	0.06504	83041.3	0.000186289	0	0	0
2700	500	769	14.9784	16	1038	11	8	490	7	76	346	4	0.407555	28640.3	0.000162655	0	0	0
2700	500	774	14.9001	12.1945	1042	11	7	483	7	78	347	5	0.410975	33000.9	0.000135962	0	0	0
2665	500	741	16.9538	14.2445	1050	11	8	488	8	80	350	5	0.373775	30049.3	0.000155015	0	0	0
2314	100	734	25	15.3288	927	15	9	470	7	68	348	5	0.064443	53139.6	0.000210659	0	0	0
2625	346	768	15.3238	13.0318	1026	11	9	490	7	80	350	5	0.278326	32902.9	0.00014403	0	0	0
2300	102	725	23.0754	15.8842	927	14	10	474	7	57	350	4	0.067327	50596	0.000209908	0	0	0
2682	176	759	16.5039	12.4976	1006	12	10	479	18	67	350	4	0.155524	41565.9	0.00014298	0	0	0
2443	100	762	20.8733	10.2056	1048	12	10	476	9	75	347	5	0.08069	68188	0.000169205	0	0	0
2300	123	725	25	16	900	17	8	470	11	63	350	4	0.074895	46544.5	0.000213767	0	0	0
2542	131	770	16.6002	10.5917	1033	14	8	476	6	59	343	4	0.120523	52946.1	0.000142755	0	0	0
2596	277	770	15.2107	13.954	1049	11	9	489	7	80	348	6	0.228243	33592.4	0.000150173	0	0	0
2699	432	775	10.8067	10	1050	11	6	480	3	71	350	4	0.422661	39428.3	0.000120919	0	0	0
2693	422	771	14.4852	11.6389	1050	10	8	482	1	78	350	6	0.350703	34448.8	0.00013231	0	0	0
2316	236	725	25	15.986	902	16	8	472	6	63	349	5	0.136379	35929.5	0.000211506	0	0	0
2654	285	768	15.059	11.4172	1045	11	7	478	6	72	347	6	0.239467	37811.3	0.000133422	0	0	0
2665	482	747	14.9867	14.7303	1050	11	9	486	8	79	349	5	0.377666	29617.9	0.000156104	0	0	0
2300	100	725	22.7671	15.9242	944	14	10	468	7	56	350	4	0.066827	51036.2	0.000209864	0	0	0
2443	102	762	21.8963	10.7872	985	10	10	476	8	75	334	5	0.079007	64365	0.00017191	0	0	0
2531	180	769	14.9501	10.2931	1041	12	8	471	7	75	346	5	0.160508	46979.9	0.000131285	0	0	0
2613	410	766	16.276	13.9505	1048	11	8	490	5	75	350	5	0.316148	31130.5	0.000150898	0	0	0
2678	176	766	15.6469	11.2294	1006	11	10	484	20	73	350	5	0.161711	44239.2	0.000133833	0	0	0
2300	100	725	24.5052	15.5029	927	14	10	474	7	72	348	4	0.063709	52903.3	0.000212269	0	0	0
2679	354	749	16.5352	14.7303	1048	13	8	490	5	74	350	5	0.273409	30839.5	0.000157085	0	0	0
2300	100	741	24.5189	10.6749	927	12	8	470	7	63	347	4	0.065114	69957	0.000189	0	0	0
2447	105	737	22.2053	10.5001	993	12	8	472	6	70	341	6	0.077658	67317.4	0.000171262	0	0	0
2407	138	774	17.065	11.3773	945	12	9	484	17	71	349	5	0.116035	49161.5	0.00014912	0	0	0
2700	343	775	10.8067	10	1050	13	8	480	7	71	350	5	0.351735	40663	0.000121212	0	0	0
2580	349	771	14.0385	13.8423	1037	11	8	486	7	80	350	5	0.288753	32294.5	0.000148832	0	0	0
2700	500	760	12.9202	11.3776	1049	11	9	490	8	80	350	6	0.427016	34197.7	0.000130736	0	0	0
2503	107	738	23.4031	13.2945	906	12	7	474	6	60	350	4	0.07818	53797.3	0.000183016	0	0	0
2667	213	751	14.9388	10.5077	1050	11	8	474	10	69	350	4	0.187063	43672.1	0.000129299	0	0	0
2700	468	775	10.8067	10	1050	11	6	480	7	73	350	5	0.452451	39080.6	0.000121065	0	0	0
2593	277	735	12.9407	12.1069	1050	10	8	481	12	66	344	5	0.238882	36923.8	0.000140311	0	0	0
2300	100	725	24.8061	15.986	914	12	8	472	6	66	350	4	0.063184	52153.5	0.00021645	0	0	0
2483	100	736	22.3663	15.8237	929	11	8	483	8	73	333	5	0.075595	50374.2	0.000198689	0	0	0
2674	256	741	16.3474	12.8341	998	12	6	490	12	66	348	4	0.204111	36188.3	0.000146714	0	0	0
2700	478	774	12.9202	10.8805	1044	11	8	490	3	76	349	4	0.416934	35342	0.000126952	0	0	0
2371	160	729	23.4524	16	900	14	8	466	5	62	322	4	0.100784	39924.6	0.000203046	0	0	0
2300	107	741	23.4031	13.2945	900	13	7	474	6	62	350	4	0.070882	54519.7	0.000192604	0	0	0
2695	500	759	13.8268	11.9228	1046	10	8	488	5	75	350	5	0.413678	33281.2	0.000134391	0	0	0
2462	281	755	16.4034	13.959	1050	12	9	481	7	78	350	4	0.208001	34199.9	0.000156617	0	0	0
2484	211	734	23.8174	15.4799	1003	18	10	469	2	76	349	4	0.135887	36963.5	0.000186081	0	0	0
2300	100	725	25	16	900	17	8	469	11	58	349	4	0.06317	51345.6	0.000219058	0	0	0
2397	100	737	24.7557	15.7685	1023	13	7	488	3	78	332	4	0.068161	53735.4	0.000203583	0	0	0
2640	496	763	15.8791	14.5349	1048	13	8	484	4	77	344	5	0.38611	29801.7	0.000155063	0	0	0
2700	409	771	14.8271	14.9253	1034	13	9	489	17	56	349	4	0.338567	30393.9	0.000156323	0	0	0
2692	348	774	14.1619	12.0425	1048	11	9	482	4	69	349	4	0.299148	34646	0.00013421	0	0	0
2656	176	766	16.5039	13.5307	1006	12	10	479	20	67	350	4	0.155383	39758.5	0.000149723	0	0	0
2338	102	734	23.185	10	1049	12	6	478	5	66	347	5	0.069542	81339.5	0.000178094	0	0	0
2576	131	758	22.9488	10	1049	12	8	484	7	68	350	5	0.098536	69174.4	0.000148566	0	0	0
2700	208	774	15.666	10.542	1048	11	9	470	3	78	350	4	0.186528	44035.2	0.000127502	0	0	0
2685	177	775	10.8067	10	1050	12	6	480	8	72	350	5	0.226541	48375.5	0.000122579	0	0	0
2670	404	769	15.1849	12.2952	1048	10	9	481	1	66	350	5	0.326932	33687.5	0.000137589	0	0	0
2319	106	736	20.492	10.208	1003	12	7	485	5	80	340	5	0.077403	68077.7	0.000171438	0	0	0
2300	109	744	22.519	15.9777	927	11	9	468	7	53	342	4	0.073818	48674.1	0.000203832	0	0	0
2696	496	763	15.3136	14.5349	1048	13	8	484	4	79	342	5	0.397663	29783.2	0.000153421	0	0	0
2334	104	769	21.9617	11.4476	1037	16	9	467	19	73	339	5	0.076564	63464.9	0.00017507	0	0	0
2300	100	742	23.7174	13.5889	942	13	8	472	7	72	348	5	0.066801	56686.4	0.000197278	0	0	0
2697	446	761	14.5414	14.6587	1050	12	8	490	9	72	350	5	0.364327	30086.8	0.000152952	0	0	0
2518	257	757	15.1989	14.411	1050	11	10	468	0	80	348	4	0.20475	34087.4	0.000157307	0	0	0
2429	113	743	22.4378	10.5583	1046	11	8	472	7	60	344	4	0.081451	68815.1	0.000165344	0	0	0
2549	224	770	17.8957	12.6031	1014	15	8	470	4	80	344	4	0.173141	38713.4	0.000147732	0	0	0
2617	277	757	16.4129	13.2383	1020	10	9	490	8	73	349	5	0.218377	34614.1	0.000148192	0	0	0
2640	187	735	14.1822	10.0013	1028	12	9	472	7	80	344	5	0.170578	46419.7	0.000130073	0	0	0
2686	149	761	19.6298	10	1050	14	6	487	3	77	347	6	0.124429	59320	0.000135391	0	0	0
2689	500	771	16.4218	15.523	1037	11	9	484	3	76	348	5	0.394955	28732.1	0.000161005	0	0	0
2665	500	744	16.9538	14.2445	1050	11	8	488	8	80	350	5	0.375289	30038.9	0.000154679	0	0	0
2503	114	766	21.8963	10.3967	999	10	8	476	6	75	334	4	0.088748	64225.5	0.000159109	0	0	0
2300	100	735	23.9568	10	1044	10	6	478	6	80	350	5	0.065645	83651.8	0.000184094	0	0	0
2645	442	771	15.3436	12.1455	1026	10	8	479	2	80	350	5	0.353252	33490.3	0.000137779	0	0	0
2532	105	750	22.4805	10.6649	986	17	8	484	0	71	343	5	0.081727	65981.5	0.000167954	0	0	0
2695	114	747	23.7958	10.1485	1029	14	6	465	9	79	346	4	0.089998	73634.7	0.000156912	0	0	0
2639	206	761	14.0327	12.2458	1050	11	8	488	7	69	350	5	0.191091	39550	0.000137608	0	0	0
2679	316	753	16.5352	14.7303	1050	10	7	490	7	74	350	5	0.247906	31608.9	0.000156421	0	0	0
2517	149	770	14.8457	11.1089	1002	12	7	477	14	77	348	5	0.141444	47073.1	0.000138947	0	0	0
2582	162	752	17.2532	11.0803	962	13	9	472	10	65	346	5	0.135239	47576.9	0.000141123	0	0	0
2417	100	771	23.4444	10.3746	900	16	10	474	3	70	343	5	0.074366	67969.6	0.000175778	0	0	0
2581	281	767	19.4251	16	1022	11	8	475	15	76	350	4	0.206028	31509.1	0.000172295	0	0	0
2700	228	773	12.6286	11.0456	1007	13	9	484	10	75	350	5	0.230442	40806.8	0.000128866	0	0	0
2429	110	749	22.0183	10.6235	1011	10	8	481	5	73	329	5	0.081002	66422	0.000167701	0	0	0
2336	135	766	18.7475	10	1050	11	7	485	4	69	348	5	0.102335	63374.1	0.00014839	0	0	0
2688	487	774	14.0628	11.4629	1024	11	8	490	7	76	348	4	0.407339	34145.9	0.00013177	0	0	0
2375	140	738	20.6971	11.1219	993	12	8	472	4	70	349	6	0.097264	56440.2	0.000157953	0	0	0
2300	100	725	25	16	917	18	8	469	11	57	349	4	0.06317	51502.1	0.000218675	0	0	0
2485	211	725	23.5684	15.9979	1003	18	8	469	9	76	350	4	0.134873	36116.7	0.000190223	0	0	0
2325	108	746	22.4201	10	1048	16	9	475	6	60	343	5	0.074986	76612.1	0.000171497	0	0	0
2700	500	772	12.9202	11.2184	1038	11	8	490	7	76	350	4	0.433758	34598.3	0.000128883	0	0	0
2301	160	726	23.4628	16	900	17	6	467	7	57	349	4	0.097091	40296.8	0.000208464	0	0	0
2627	162	756	17.8183	11.0803	1049	11	9	480	9	71	346	5	0.136054	48537.9	0.000137779	0	0	0
2643	203	736	17.0518	12.4007	1045	12	7	480	5	70	346	4	0.162538	40334.1	0.000144718	0	0	0
2300	109	728	25	16	909	15	8	481	7	62	347	4	0.068015	49869.2	0.00021427	0	0	0
2526	100	727	23.4238	16	913	13	8	483	8	73	343	4	0.073989	50229.3	0.000201207	0	0	0
2432	147	734	17.7335	14.7611	1050	14	9	477	14	75	347	4	0.113123	42898.3	0.000169005	0	0	0
2300	100	742	23.835	10	1049	11	9	474	4	64	344	5	0.066795	83374	0.000182282	0	0	0
2625	145	755	24.9329	12.5892	1035	14	7	476	9	76	330	6	0.104414	53647.2	0.000161629	0	0	0
2636	190	770	12.9274	10	1048	12	6	478	10	78	350	5	0.19433	45851.1	0.000124657	0	0	0
2300	100	745	23.0249	10	1022	11	8	478	2	67	350	6	0.068663	79409.9	0.000179921	0	0	0
2518	213	758	16.499	16	1050	11	9	490	8	74	345	6	0.168679	34940.1	0.000170213	0	0	0
2300	100	725	25	12.0503	900	17	8	469	11	57	350	4	0.06317	61620.3	0.000199521	0	0	0
2342	100	737	25	16	909	15	9	471	7	62	341	5	0.065686	51485.6	0.000213265	0	0	0
2677	201	772	14.2767	10.8243	1031	14	9	474	5	69	350	6	0.190609	43171.9	0.000129182	0	0	0
2414	131	749	21.3989	15.611	965	15	6	478	1	70	344	4	0.093777	44456.8	0.000184911	0	0	0
2300	100	726	25	13.4837	1039	13	9	472	6	78	350	4	0.063258	60696.3	0.000200844	0	0	0
2373	100	725	23.3241	14.8917	906	16	7	469	11	57	349	4	0.068377	51903.6	0.000203459	0	0	0
2628	190	770	12.9274	10	1048	13	6	478	8	76	350	5	0.193743	45982.1	0.000124828	0	0	0
2330	100	740	23.827	15.639	1003	15	9	477	8	78	337	4	0.067693	53291.3	0.000204666	0	0	0
2623	116	767	23.075	13.8665	1050	12	9	470	8	66	350	4	0.091987	51174.5	0.000169291	0	0	0
2700	484	770	12.5721	10	1046	10	9	481	7	76	350	5	0.424975	37513.8	0.000122684	0	0	0
2548	169	739	16.6647	12.8739	1031	11	6	485	12	58	347	4	0.138159	42507.6	0.000150875	0	0	0
2300	100	771	25	10	960	12	8	467	9	68	349	4	0.067178	76552.6	0.000183756	0	0	0
2518	169	758	15.9755	10.6701	1050	11	9	472	7	68	347	6	0.144079	48144.6	0.000135796	0	0	0
2700	241	771	14.4019	13.8028	1036	13	8	490	4	76	350	5	0.218473	35304.8	0.000146391	0	0	0
2518	152	758	15.9755	15.1871	1050	11	9	472	7	66	347	6	0.133616	41083.7	0.000164636	0	0	0
2300	100	725	25	16	900	17	8	469	11	57	349	4	0.06317	51298.7	0.000219202	0	0	0
2657	422	775	13.2129	10.4609	1050	10	7	480	1	69	350	4	0.362986	37077.3	0.000125408	0	0	0
2310	100	739	22.4431	16	914	11	9	474	2	71	346	5	0.06953	50750	0.000207125	0	0	0
2325	103	758	20.5743	11.8261	1038	15	9	470	6	60	343	5	0.077796	60576.1	0.000176429	0	0	0
2635	449	767	16.5264	13.2357	1047	13	8	487	12	76	348	5	0.346101	31798.4	0.000146092	0	0	0
2627	162	752	18.078	11.0803	1050	13	9	478	8	71	346	5	0.134127	48965	0.0001386	0	0	0
2680	215	773	14.3149	11.8674	1046	13	10	486	14	80	341	6	0.20072	39342.5	0.000135373	0	0	0
2656	121	757	20.2713	10	1036	12	7	481	4	70	347	4	0.10309	62966.5	0.000147167	0	0	0
2665	208	744	16.9538	14.2445	1044	11	8	488	8	80	350	5	0.169551	36371.2	0.000155063	0	0	0
2315	100	741	23.3387	12.509	927	16	9	472	7	56	348	4	0.067788	58655.6	0.000192197	0	0	0
2638	202	772	14.9501	10	1050	10	8	471	7	79	346	5	0.182797	45851.1	0.000126454	0	0	0
2700	164	774	16.3577	10.542	1029	11	8	487	0	72	350	5	0.152316	48387.5	0.000130174	0	0	0
2636	343	730	18.04	16	992	13	7	487	8	74	347	6	0.247156	29985.1	0.000174277	0	0	0
2530	123	753	21.8362	10	992	12	9	472	7	58	346	6	0.093577	66660.9	0.00015361	0	0	0
2300	100	737	24.3184	10	1010	11	8	468	5	64	350	5	0.065289	81191.2	0.000185082	0	0	0
2361	100	740	23.1112	15.1958	1003	15	9	477	8	71	337	4	0.069896	53203.6	0.000199521	0	0	0
2315	185	741	25	16	913	15	10	467	3	47	314	5	0.110648	38688.3	0.000215796	0	0	0
2544	194	740	14.379	10	1050	12	8	484	11	72	350	5	0.168666	46731.4	0.000130907	0	0	0
2300	100	744	24.5929	16	952	16	9	477	4	57	339	5	0.065373	52279.7	0.000213129	0	0	0
2606	134	737	23.075	11.2671	1036	12	9	474	8	71	350	4	0.098247	58802.7	0.00015456	0	0	0
2628	500	771	16.5701	16	1037	12	8	490	9	72	348	5	0.386506	28445.6	0.000165865	0	0	0
2300	100	734	25	10	999	12	9	467	9	71	347	4	0.063955	80103.9	0.00018797	0	0	0
2700	335	774	10.0804	10	1050	11	5	480	7	73	350	6	0.367688	42192.3	0.00012089	0	0	0
2695	400	775	14.775	14.9253	1026	13	9	489	18	57	349	4	0.332811	30498.9	0.000156128	0	0	0
2605	177	754	18.6849	11.8727	1026	13	10	490	4	68	350	5	0.140251	44943.8	0.000143513	0	0	0
2680	407	773	15.028	15.3032	1047	11	7	487	10	79	350	5	0.333477	29844.4	0.000157257	0	0	0
2613	178	773	12.9637	10	1041	12	8	466	7	67	350	4	0.184668	46945	0.000125219	0	0	0
2679	316	749	16.5352	14.7303	1050	10	8	490	7	74	350	5	0.246589	31620.5	0.000156838	0	0	0
2325	103	752	19.7353	10.1449	1031	12	8	471	7	80	340	4	0.079822	66820.5	0.000169549	0	0	0
2508	140	738	19.407	10.5001	1042	12	9	472	3	70	350	6	0.107328	57333.9	0.000146306	0	0	0
2405	153	751	21.3903	15.4142	915	16	8	475	11	47	333	6	0.106076	40784	0.000192271	0	0	0
2300	113	725	20.6069	16	900	15	8	473	14	66	348	4	0.078604	46905.4	0.000201613	0	0	0
2537	224	745	16.5352	14.7303	1050	11	8	490	7	74	349	5	0.173345	35373.8	0.00016116	0	0	0
2564	170	757	16.6744	12.0801	1050	10	8	477	12	70	347	6	0.143082	44089	0.00014243	0	0	0
2601	162	758	17.4564	11.0803	962	12	9	478	17	73	349	5	0.136794	47553.1	0.000139665	0	0	0
2300	241	744	20.9354	16	911	14	9	468	3	47	322	4	0.150588	34360.8	0.000201776	0	0	0
2644	131	758	20.9195	10	1050	12	8	480	6	68	350	5	0.106408	63709.4	0.00014341	0	0	0
2619	325	770	14.5009	12.3887	1050	11	6	479	6	76	344	6	0.270139	34694	0.000139179	0	0	0
2306	100	760	25	10.2479	974	11	8	487	4	80	341	6	0.066437	77059.6	0.000185667	0	0	0
2443	142	753	18.5422	10.2648	946	15	8	463	8	76	325	5	0.110919	55073.8	0.000148633	0	0	0
2685	177	775	12.9611	10	1050	12	6	480	8	72	350	5	0.189588	47056.2	0.000123778	0	0	0
2432	147	734	18.3669	10.138	1039	13	9	481	14	79	347	4	0.110955	56877.9	0.00014537	0	0	0
2562	151	759	14.137	10.0411	1015	11	7	472	0	74	348	4	0.148569	49495.3	0.000132749	0	0	0
2620	398	738	16.7259	16	1044	13	9	488	8	72	347	5	0.294068	29170.5	0.000169924	0	0	0
2605	196	758	16.6999	11.7321	1026	13	9	488	2	69	350	6	0.162283	42118.7	0.000139528	0	0	0
2700	404	775	11.7193	10.0189	1050	11	5	479	9	77	350	5	0.378396	38854.2	0.000121743	0	0	0
2442	153	740	23.0493	15.0159	953	11	5	464	7	70	338	5	0.102304	42798.6	0.000185391	0	0	0
2300	100	726	24.9494	13.4509	1039	13	8	471	5	78	350	4	0.063261	60872.9	0.000200602	0	0	0
2700	423	775	10.9569	10	1050	11	5	480	3	73	350	6	0.411685	39382	0.000121183	0	0	0
2700	500	771	12.9202	11.64	1038	11	9	489	9	80	350	6	0.433196	33825.3	0.000131475	0	0	0
2700	202	774	16.3577	10.1764	1050	11	8	482	0	77	350	5	0.177884	46663.6	0.000126486	0	0	0
2300	145	725	22.5244	16	906	17	8	479	9	63	350	4	0.090605	42138.5	0.000203998	0	0	0
2700	202	770	15.6021	10.542	1050	11	8	482	0	77	350	5	0.182134	44403	0.000127747	0	0	0
2700	228	769	12.6286	11.0456	1007	13	9	484	8	73	350	5	0.229249	40849.6	0.000129216	0	0	0
2541	105	744	22.4805	10.5912	986	17	9	480	3	75	343	5	0.081415	65990.2	0.000168237	0	0	0
2598	157	769	19.723	11.8516	1008	11	7	481	7	58	343	4	0.126284	48252.9	0.000146349	0	0	0
2390	100	734	25	13.0934	900	12	8	469	11	56	349	5	0.067092	57525.5	0.000196232	0	0	0
2476	199	730	19.8033	16	954	16	9	475	5	72	341	5	0.137617	35489.6	0.00018498	0	0	0
2700	177	775	10.8067	10	1050	11	6	480	8	72	350	5	0.22778	48334.4	0.000122279	0	0	0
2306	106	736	21.7021	11.9399	1003	12	7	488	5	80	340	5	0.073781	61241.7	0.000181061	0	0	0
2471	173	766	19.2439	12.7095	959	10	7	483	12	80	333	6	0.129983	43312.8	0.000156397	0	0	0
2417	100	771	23.4444	10.6498	972	16	10	474	3	70	344	5	0.074366	68344.6	0.000175562	0	0	0
2593	279	735	12.9407	11.6444	1050	10	8	481	12	66	344	5	0.240227	37607.4	0.000137665	0	0	0
2491	115	725	23.5684	16	900	18	8	469	11	57	349	4	0.080737	46380.8	0.000199681	0	0	0
2484	116	747	22.303	14.9586	1010	11	8	486	6	55	347	5	0.085777	48830.1	0.000182149	0	0	0
2483	140	769	25	13.9044	1050	14	9	469	16	70	347	4	0.096925	49452.9	0.000173491	0	0	0
2693	424	775	11.375	10	1050	11	8	468	6	73	350	5	0.400977	39012.7	0.000121359	0	0	0
2629	417	769	12.0555	10.6082	1050	10	9	483	5	77	350	6	0.371116	36706.1	0.000126743	0	0	0
2309	183	732	19.0567	16	900	13	8	484	3	47	322	4	0.121618	37179.4	0.000199641	0	0	0
2300	100	725	23.7956	10	978	11	8	467	6	63	350	4	0.065267	77544.9	0.000185117	0	0	0
2615	310	767	14.9602	12.766	1039	11	10	489	4	80	345	5	0.25401	34054.9	0.000142328	0	0	0
2357	158	739	19.1054	13.0197	978	17	8	482	8	69	343	5	0.111395	45140.8	0.000165371	0	0	0
2632	483	765	13.0855	11.0794	1049	13	9	485	12	80	349	4	0.404926	34820.2	0.000130446	0	0	0
2613	390	743	17.0614	15.4587	1046	12	9	487	9	76	350	5	0.287629	29697.5	0.000165453	0	0	0
2348	135	766	18.7475	10	1050	11	7	485	4	70	348	5	0.10292	62923.4	0.000147863	0	0	0
2552	114	746	23.3051	10.1485	1029	14	10	465	9	78	346	4	0.084908	69426.5	0.00016072	0	0	0
2426	140	775	20.6512	10	1050	12	6	480	7	72	350	5	0.105184	64908.9	0.000145455	0	0	0
2700	238	770	12.6286	11.0456	1007	13	9	484	8	73	350	5	0.236656	40351.8	0.000129099	0	0	0
2435	107	771	25	10.6809	945	14	10	468	15	72	337	5	0.076084	67903.2	0.000173853	0	0	0
2300	100	725	23.3602	12.4785	927	15	8	474	7	66	341	4	0.065793	59473.1	0.000194666	0	0	0
2300	117	754	25	16	913	15	9	477	3	43	322	5	0.07469	47018.9	0.000216685	0	0	0
2700	190	770	12.9274	10	1048	12	6	478	10	78	350	5	0.19903	45969.2	0.000123335	0	0	0
2581	232	767	20.2943	16	1022	11	8	475	14	76	350	4	0.170986	33491.1	0.000173521	0	0	0
2607	202	770	14.9334	10	1050	11	7	485	0	80	350	4	0.180164	45735.2	0.000126807	0	0	0
2567	347	770	14.5009	12.3887	1050	11	9	479	6	79	345	6	0.280858	34146	0.00014039	0	0	0
2538	118	747	16.6647	10.0899	1027	12	6	484	17	60	350	5	0.108426	57258.5	0.000149633	0	0	0
2688	487	774	14.0628	11.3439	1024	12	8	490	7	76	348	4	0.407339	34396	0.000131199	0	0	0
2460	104	758	24.3955	10.7066	990	16	7	474	5	78	344	5	0.075214	69794.4	0.000173913	0	0	0
2700	262	775	13.52	11.0641	1031	13	10	476	6	70	350	5	0.243996	39114.6	0.000128733	0	0	0
2595	231	772	19.4251	16	1014	11	8	473	15	77	345	4	0.174957	33358.5	0.000172087	0	0	0
2641	398	767	12.2843	11.2627	1050	10	9	483	10	73	350	6	0.352627	35726.7	0.000130141	0	0	0
2617	165	751	16.1625	11.1289	1047	13	6	481	8	74	349	5	0.144866	46748.6	0.00013637	0	0	0
2312	100	739	24.7112	10.0084	943	12	8	475	7	71	336	5	0.065349	76739.7	0.000186567	0	0	0
2309	103	751	23.0168	10.0259	1050	13	8	471	7	79	343	4	0.071136	77245.8	0.000176056	0	0	0
2363	104	734	24.2207	15.2641	1005	16	9	469	7	65	338	4	0.06935	52573.7	0.000201207	0	0	0
2300	100	742	24.7112	12.6596	939	12	8	486	7	68	336	5	0.065189	61295.5	0.000196812	0	0	0
2402	100	746	24.8299	14.7816	1035	13	9	470	0	79	350	4	0.068626	55239.7	0.000197433	0	0	0
